10 79 18557 18557
68 77 18601 18601
13 15 18610 18610
70 44 18612 18612
64 11 18614 18614
72 49 18667 18667
72 10 18688 18688
72 56 18699 18699
70 44 18782 18782
80 46 18824 18824
49 77 18881 18881
58 77 18888 18888
58 78 18903 18903
81 77 18943 18943
82 2 18983 18983
17 63 19048 19048
64 10 19065 19065
58 78 19099 19099
80 56 19163 19163
58 44 19169 19169
72 10 19222 19222
26 10 19247 19247
81 77 19263 19263
17 18 19295 19295
64 40 19317 19317
13 10 19343 19343
58 78 19347 19347
72 83 19347 19347
72 56 19409 19409
82 56 19410 19410
80 56 19460 19460
20 10 19467 19467
7 10 19476 19476
1 2 19490 19490
7 8 19565 19565
7 76 19588 19588
82 56 19606 19606
72 83 19656 19656
72 56 19684 19684
27 9 19759 19759
72 56 19845 19845
80 56 20076 20076
84 61 20170 20170
58 23 20186 20186
84 38 20239 20239
84 44 20268 20268
84 85 20295 20295
84 86 20335 20335
87 50 20386 20386
88 31 20388 20388
84 77 20394 20394
84 78 20399 20399
58 23 20445 20445
9 27 20571 20571
12 32 20573 20573
82 56 20583 20583
82 2 20590 20590
88 56 20615 20615
26 3 20655 20655
89 56 20682 20682
2 82 20704 20704
90 26 20785 20785
89 4 20822 20822
1 2 20843 20843
75 49 20876 20876
58 23 20885 20885
91 71 20935 20935
70 82 20957 20957
1 2 21005 21005
58 23 21035 21035
56 82 21134 21134
89 56 21139 21139
87 9 21163 21163
92 93 21182 21182
26 3 21191 21191
26 3 21376 21376
60 44 21401 21401
87 4 21504 21504
49 75 21510 21510
28 57 21525 21525
58 23 21541 21541
26 3 21549 21549
75 49 21583 21583
11 9 21619 21619
88 92 21624 21624
11 13 21637 21637
82 2 21649 21649
60 11 21659 21659
26 11 21659 21659
9 11 21675 21675
82 56 21705 21705
11 12 21721 21721
11 9 21847 21847
62 4 21878 21878
26 11 21991 21991
87 94 22101 22101
95 62 22101 22101
62 4 22119 22119
26 56 22175 22175
58 29 22216 22216
58 23 22255 22255
84 96 22259 22259
2 82 22343 22343
84 29 22361 22361
97 98 22383 22383
87 83 22397 22397
87 10 22631 22631
82 56 22712 22712
58 23 22740 22740
82 56 22767 22767
82 2 22781 22781
84 29 22810 22810
26 56 22835 22835
12 77 22859 22859
97 98 22959 22959
29 57 23029 23029
58 78 23051 23051
99 87 23086 23086
87 98 23121 23121
97 98 23154 23154
31 29 23322 23322
58 23 23375 23375
57 28 23394 23394
100 57 23400 23400
31 29 23457 23457
31 29 23500 23500
50 77 23505 23505
87 50 23578 23578
58 23 23608 23608
58 44 23633 23633
58 13 23642 23642
58 34 23711 23711
87 98 23793 23793
87 101 23905 23905
97 98 24096 24096
87 50 24150 24150
48 102 24151 24151
98 87 24180 24180
87 50 24223 24223
87 98 24311 24311
103 104 24342 24342
104 103 24393 24393
70 105 24568 24568
103 104 24603 24603
70 105 24739 24739
17 21 24759 24759
84 105 24777 24777
89 106 24798 24798
89 106 24823 24823
87 98 24829 24829
97 44 24911 24911
43 44 24943 24943
89 106 24967 24967
89 56 24998 24998
51 49 24998 24998
70 105 25019 25019
87 98 25057 25057
10 105 25122 25122
21 17 25149 25149
89 106 25161 25161
105 10 25170 25170
107 108 25186 25186
10 105 25204 25204
105 10 25234 25234
17 21 25235 25235
10 105 25275 25275
105 10 25303 25303
89 106 25333 25333
48 87 25345 25345
10 105 25393 25393
87 50 25398 25398
31 17 25444 25444
26 43 25496 25496
105 10 25510 25510
87 98 25542 25542
50 87 25551 25551
10 105 25598 25598
89 106 25620 25620
87 50 25648 25648
56 105 25652 25652
102 56 25674 25674
87 98 25687 25687
17 31 25743 25743
87 50 25813 25813
89 106 25815 25815
47 106 25919 25919
87 98 25925 25925
26 10 25926 25926
89 106 25963 25963
105 10 26039 26039
95 62 26069 26069
89 106 26116 26116
105 56 26122 26122
87 83 26135 26135
87 83 26154 26154
56 105 26160 26160
85 56 26193 26193
83 87 26206 26206
85 106 26218 26218
56 4 26232 26232
26 10 26241 26241
87 98 26311 26311
89 106 26327 26327
104 103 26335 26335
85 106 26366 26366
87 83 26377 26377
85 56 26404 26404
7 109 26458 26458
89 106 26491 26491
7 8 26563 26563
7 10 26572 26572
10 105 26581 26581
106 85 26632 26632
105 10 26740 26740
89 106 26848 26848
104 110 26900 26900
48 87 26917 26917
70 105 26945 26945
10 105 26960 26960
105 111 26961 26961
89 106 26979 26979
26 10 26990 26990
111 105 26998 26998
112 107 27013 27013
89 106 27097 27097
54 113 27151 27151
105 10 27216 27216
26 10 27222 27222
105 111 27225 27225
58 20 27343 27343
111 105 27348 27348
70 105 27376 27376
58 114 27386 27386
7 8 27391 27391
58 82 27418 27418
64 111 27481 27481
58 107 27499 27499
115 104 27530 27530
58 104 27585 27585
49 51 27588 27588
10 104 27711 27711
58 116 27736 27736
10 117 27843 27843
115 9 27853 27853
115 9 27856 27856
118 119 27868 27868
105 111 27888 27888
10 105 27921 27921
58 35 27936 27936
58 120 27974 27974
115 9 28051 28051
121 122 28052 28052
105 10 28075 28075
58 9 28177 28177
10 105 28264 28264
58 9 28351 28351
121 9 28389 28389
112 13 28413 28413
64 105 28451 28451
121 9 28467 28467
48 102 28481 28481
105 10 28482 28482
58 9 28555 28555
71 107 28585 28585
48 102 28593 28593
115 9 28608 28608
121 9 28620 28620
58 9 28625 28625
58 78 28648 28648
10 105 28695 28695
105 10 28711 28711
19 78 28753 28753
121 9 28758 28758
115 9 28795 28795
58 78 28817 28817
10 105 28834 28834
70 105 28839 28839
115 9 28899 28899
121 9 28900 28900
31 123 28923 28923
105 10 28938 28938
19 78 28939 28939
58 9 28956 28956
115 9 28967 28967
78 19 28973 28973
121 9 28980 28980
124 64 28992 28992
19 78 29023 29023
48 102 29068 29068
115 9 29070 29070
125 56 29097 29097
70 105 29098 29098
10 105 29105 29105
58 78 29105 29105
115 9 29132 29132
121 9 29149 29149
115 9 29168 29168
102 48 29187 29187
121 9 29189 29189
58 9 29191 29191
115 9 29195 29195
121 9 29220 29220
70 105 29222 29222
115 9 29231 29231
105 10 29236 29236
102 48 29269 29269
115 9 29270 29270
102 48 29296 29296
10 105 29299 29299
121 9 29301 29301
58 114 29317 29317
58 9 29354 29354
105 10 29369 29369
102 48 29375 29375
121 9 29403 29403
121 9 29497 29497
58 88 29537 29537
121 9 29565 29565
105 111 29601 29601
48 102 29607 29607
119 85 29612 29612
58 9 29667 29667
102 48 29711 29711
118 48 29729 29729
58 78 29755 29755
111 105 29769 29769
58 9 29770 29770
102 48 29770 29770
58 9 29806 29806
102 48 29816 29816
118 48 29843 29843
48 102 29946 29946
126 77 29953 29953
58 9 30009 30009
102 48 30011 30011
102 48 30042 30042
64 105 30051 30051
58 9 30067 30067
118 48 30075 30075
58 9 30090 30090
58 9 30096 30096
58 9 30102 30102
48 102 30151 30151
58 9 30165 30165
125 56 30243 30243
126 119 30259 30259
125 56 30267 30267
102 48 30277 30277
64 105 30286 30286
49 119 30287 30287
118 48 30316 30316
119 49 30321 30321
58 9 30399 30399
118 48 30401 30401
118 48 30419 30419
118 48 30442 30442
102 48 30516 30516
125 56 30517 30517
102 48 30556 30556
48 102 30582 30582
58 9 30582 30582
60 55 30583 30583
119 111 30660 30660
102 48 30712 30712
102 48 30728 30728
102 119 30830 30830
125 56 30838 30838
56 28 30848 30848
100 114 30874 30874
60 127 30876 30876
70 105 30887 30887
111 119 30887 30887
118 48 30906 30906
64 46 30948 30948
70 78 30948 30948
102 48 30952 30952
60 11 30987 30987
100 49 30997 30997
13 11 30998 30998
64 105 31058 31058
125 56 31062 31062
128 48 31191 31191
70 105 31210 31210
56 71 31216 31216
100 49 31223 31223
128 13 31240 31240
128 48 31263 31263
48 75 31387 31387
56 71 31415 31415
128 48 31424 31424
125 56 31429 31429
100 49 31493 31493
75 48 31539 31539
112 13 31637 31637
125 56 31912 31912
129 46 32037 32037
49 61 32177 32177
84 61 32179 32179
70 105 32275 32275
125 56 32313 32313
64 111 32359 32359
105 10 32476 32476
100 49 32497 32497
100 49 32524 32524
100 49 32620 32620
70 105 32655 32655
58 49 32661 32661
130 13 32763 32763
13 130 32763 32763
70 105 32776 32776
13 130 32783 32783
75 61 32808 32808
125 56 32821 32821
61 49 32845 32845
68 61 32872 32872
61 75 32892 32892
75 61 32961 32961
68 61 32963 32963
58 49 33014 33014
49 61 33053 33053
125 56 33138 33138
73 77 33164 33164
70 61 33208 33208
125 73 33208 33208
125 56 33228 33228
61 27 33243 33243
61 75 33256 33256
61 49 33284 33284
56 61 33296 33296
49 61 33332 33332
75 61 33336 33336
58 49 33369 33369
125 73 33373 33373
58 61 33391 33391
70 61 33480 33480
70 105 33553 33553
58 49 33560 33560
58 49 33576 33576
58 61 33584 33584
70 61 33592 33592
58 61 33677 33677
75 23 33784 33784
58 49 33878 33878
7 131 33969 33969
70 61 33980 33980
105 111 34128 34128
111 105 34155 34155
58 88 34277 34277
105 111 34287 34287
71 56 34321 34321
71 56 34459 34459
111 105 34537 34537
105 111 34760 34760
56 71 34764 34764
56 71 34902 34902
111 105 34921 34921
132 56 35217 35217
27 61 35223 35223
132 133 35236 35236
132 49 35946 35946
132 37 36040 36040
132 134 36084 36084
71 56 36137 36137
83 61 36516 36516
130 85 36980 36980
56 71 37063 37063
85 56 51201 51201
85 119 51289 51289
85 130 51314 51314
135 13 53891 53891
31 29 55914 55914
10 105 56666 56666
85 119 59637 59637
85 106 59796 59796
81 61 60517 60517
114 130 61096 61096
114 73 61110 61110
56 136 61922 61922
56 44 62151 62151
44 56 62195 62195
56 44 62527 62527
137 138 62603 62603
139 43 62827 62827
29 23 62848 62848
100 137 63143 63143
140 107 63320 63320
141 142 63739 63739
141 82 63849 63849
44 56 64052 64052
56 44 64108 64108
71 56 64801 64801
129 29 65665 65665
17 29 66085 66085
20 10 67081 67081
97 44 68902 68902
97 56 68935 68935
118 49 70085 70085
4 87 70296 70296
24 3 70635 70635
97 56 70824 70824
132 49 70888 70888
132 143 71155 71155
85 119 72139 72139
89 4 72149 72149
72 119 72468 72468
144 145 72603 72603
72 12 72656 72656
130 146 72829 72829
72 103 72834 72834
85 130 72893 72893
85 130 72993 72993
72 83 73046 73046
147 23 73109 73109
85 130 73364 73364
147 85 73521 73521
81 49 73637 73637
81 49 73736 73736
58 96 73926 73926
81 49 73972 73972
97 49 73987 73987
81 49 74055 74055
81 49 74133 74133
81 49 74149 74149
81 49 74177 74177
81 49 74213 74213
81 49 74231 74231
68 49 74283 74283
81 49 74320 74320
81 49 74350 74350
114 130 74535 74535
81 49 74579 74579
81 49 74624 74624
81 49 74646 74646
81 49 74665 74665
81 49 74793 74793
81 49 74806 74806
81 49 74829 74829
68 49 74852 74852
81 49 74880 74880
81 49 74908 74908
49 68 74931 74931
68 49 74952 74952
70 114 75003 75003
81 68 75106 75106
49 48 75162 75162
119 85 75199 75199
81 68 75203 75203
81 68 75218 75218
81 68 75226 75226
48 49 75502 75502
81 68 75530 75530
73 145 76158 76158
81 75 76286 76286
81 75 76297 76297
81 75 76318 76318
81 75 76342 76342
81 75 76356 76356
81 68 76382 76382
81 75 76545 76545
81 68 76601 76601
81 75 76616 76616
81 75 76633 76633
81 75 76644 76644
56 71 76658 76658
97 56 76840 76840
81 75 76947 76947
81 75 76967 76967
128 75 77030 77030
128 75 77074 77074
128 75 77221 77221
128 48 77458 77458
118 48 77581 77581
81 73 77611 77611
81 75 77621 77621
118 48 77691 77691
75 5 77753 77753
5 48 77778 77778
81 73 77779 77779
5 75 77814 77814
81 73 77815 77815
75 5 77871 77871
128 48 77879 77879
128 48 77960 77960
10 105 77976 77976
5 75 77992 77992
81 68 78005 78005
81 75 78016 78016
68 48 78050 78050
48 68 78069 78069
75 5 78087 78087
148 68 78111 78111
68 75 78119 78119
5 75 78147 78147
48 68 78188 78188
68 48 78200 78200
75 5 78213 78213
5 75 78251 78251
75 5 78306 78306
48 68 78485 78485
19 76 78492 78492
68 48 78503 78503
5 75 78578 78578
105 10 78738 78738
75 5 78769 78769
48 68 78924 78924
68 48 79186 79186
48 68 79458 79458
118 48 79468 79468
48 68 79495 79495
118 48 79497 79497
68 48 79507 79507
128 48 79532 79532
48 68 79538 79538
48 68 79560 79560
128 48 79562 79562
68 48 79565 79565
63 17 79570 79570
68 48 79576 79576
48 68 79619 79619
48 68 80048 80048
48 68 80090 80090
128 48 80119 80119
128 48 80128 80128
48 49 80136 80136
48 75 80166 80166
68 48 80212 80212
128 48 80232 80232
128 48 80249 80249
68 48 80282 80282
48 68 80316 80316
68 48 80368 80368
81 48 80431 80431
132 134 80548 80548
95 57 81150 81150
48 5 81183 81183
7 57 81199 81199
149 54 81676 81676
149 54 81714 81714
95 57 81840 81840
49 48 81936 81936
26 68 82224 82224
95 57 82408 82408
48 49 82453 82453
10 105 82643 82643
105 10 82724 82724
150 3 83344 83344
151 44 83500 83500
150 44 83664 83664
39 147 84124 84124
36 12 84333 84333
68 152 84381 84381
150 44 84461 84461
85 147 84488 84488
28 153 84801 84801
154 75 84833 84833
70 155 84895 84895
154 75 85192 85192
81 85 85310 85310
84 28 85460 85460
81 49 85522 85522
48 152 85808 85808
112 156 86142 86142
78 157 86419 86419
78 68 86486 86486
78 48 86515 86515
70 154 86995 86995
48 78 87072 87072
148 78 87340 87340
98 147 88141 88141
7 57 88313 88313
42 64 88349 88349
99 96 88452 88452
3 25 88925 88925
23 147 89038 89038
118 48 89132 89132
24 68 89589 89589
22 10 89860 89860
158 17 90434 90434
49 48 90527 90527
159 73 90893 90893
160 161 91421 91421
29 68 91502 91502
22 10 91520 91520
90 162 91706 91706
84 28 91795 91795
49 48 91856 91856
48 49 91880 91880
49 48 91906 91906
7 57 91930 91930
7 163 91977 91977
118 49 92055 92055
118 49 92213 92213
164 147 92234 92234
73 159 92236 92236
164 21 92242 92242
118 49 92264 92264
68 29 92630 92630
113 29 92639 92639
113 54 92730 92730
81 49 92769 92769
90 116 92951 92951
22 10 92981 92981
54 113 93084 93084
102 133 93132 93132
102 48 93246 93246
118 68 93364 93364
68 78 93467 93467
35 165 93566 93566
35 165 93574 93574
102 56 93592 93592
78 68 93626 93626
102 48 93738 93738
78 68 93820 93820
22 49 93860 93860
102 48 93961 93961
84 35 94005 94005
110 104 94096 94096
102 48 94238 94238
48 102 94374 94374
102 48 94425 94425
48 102 94557 94557
29 113 94692 94692
121 166 94903 94903
144 73 95455 95455
144 68 95474 95474
160 161 97434 97434
160 64 97749 97749
160 45 97844 97844
51 62 98330 98330
51 62 98450 98450
70 72 99120 99120
70 166 99359 99359
70 167 99462 99462
121 166 100129 100129
83 72 100190 100190
121 78 100192 100192
118 78 100228 100228
70 166 100910 100910
49 128 101272 101272
46 11 101335 101335
46 64 101456 101456
97 49 101877 101877
97 49 101958 101958
97 49 102091 102091
102 48 102125 102125
102 133 102139 102139
168 89 102408 102408
11 46 102730 102730
102 169 102810 102810
102 73 102871 102871
5 48 102908 102908
102 169 103002 103002
100 49 103178 103178
56 71 103214 103214
24 68 103284 103284
102 73 103414 103414
71 56 103458 103458
100 49 103649 103649
56 71 103796 103796
102 73 104003 104003
102 4 104178 104178
147 23 104555 104555
47 83 104602 104602
17 170 104709 104709
100 29 104727 104727
168 89 104813 104813
81 68 104919 104919
43 171 104979 104979
157 78 105016 105016
78 157 105057 105057
172 27 105092 105092
78 68 105418 105418
132 37 105436 105436
78 49 105523 105523
68 78 105539 105539
47 83 105572 105572
78 68 105575 105575
148 78 105576 105576
4 102 105577 105577
147 89 105603 105603
148 68 105624 105624
47 83 105645 105645
102 4 105690 105690
148 78 105694 105694
89 147 105833 105833
148 78 105837 105837
89 147 105948 105948
68 78 105962 105962
68 78 105981 105981
148 13 105995 105995
89 66 106038 106038
78 68 106058 106058
48 102 106082 106082
78 68 106085 106085
89 147 106093 106093
102 48 106166 106166
102 48 106209 106209
48 5 106219 106219
102 48 106274 106274
20 131 106286 106286
48 102 106358 106358
68 78 106365 106365
89 147 106387 106387
78 68 106419 106419
102 48 106461 106461
102 48 106519 106519
89 147 106535 106535
48 102 106552 106552
102 4 106574 106574
68 78 106613 106613
102 48 106623 106623
78 68 106646 106646
48 102 106732 106732
89 147 106755 106755
2 102 106767 106767
147 114 106774 106774
173 174 106782 106782
102 48 106783 106783
48 102 106924 106924
102 48 107003 107003
102 48 107023 107023
89 147 107082 107082
98 147 107285 107285
48 102 107292 107292
24 49 107304 107304
24 175 107379 107379
102 48 107390 107390
2 102 107395 107395
48 102 107449 107449
4 102 107458 107458
48 102 107461 107461
102 48 107529 107529
24 176 107549 107549
114 78 107557 107557
114 147 107568 107568
102 4 107579 107579
102 48 107603 107603
139 64 107622 107622
177 178 107678 107678
26 10 107779 107779
26 11 107814 107814
157 78 107870 107870
102 48 107908 107908
26 68 108110 108110
5 48 108184 108184
171 43 108186 108186
69 5 108298 108298
102 48 108310 108310
114 147 108380 108380
48 102 108384 108384
102 48 108448 108448
102 48 108477 108477
78 157 108510 108510
49 78 108518 108518
78 49 108552 108552
48 5 108577 108577
49 78 108589 108589
4 102 108591 108591
78 49 108604 108604
102 4 108666 108666
47 48 108755 108755
47 48 108823 108823
12 72 108843 108843
48 102 108870 108870
118 48 108884 108884
48 102 108905 108905
118 48 108912 108912
118 48 108948 108948
47 75 108950 108950
124 178 108951 108951
26 4 108981 108981
118 48 108982 108982
102 169 108984 108984
102 48 109033 109033
102 4 109096 109096
102 48 109106 109106
47 75 109115 109115
127 71 109120 109120
47 48 109176 109176
43 179 109203 109203
47 75 109222 109222
47 48 109231 109231
102 127 109245 109245
47 75 109345 109345
49 75 109364 109364
102 4 109402 109402
69 117 109420 109420
75 49 109427 109427
102 127 109458 109458
69 179 109567 109567
26 127 109578 109578
102 127 109618 109618
71 127 109677 109677
179 43 109684 109684
102 2 109709 109709
69 179 109711 109711
102 127 109768 109768
127 71 109784 109784
26 4 109785 109785
141 82 109805 109805
102 2 109854 109854
69 179 109890 109890
69 179 109925 109925
69 179 109946 109946
26 127 109991 109991
49 51 110041 110041
71 127 110083 110083
49 75 110301 110301
69 179 110321 110321
80 46 110417 110417
58 49 110418 110418
4 26 110627 110627
69 179 110642 110642
170 17 110645 110645
127 71 110694 110694
4 161 110698 110698
58 49 110734 110734
71 127 110741 110741
54 128 110762 110762
161 4 110767 110767
102 127 110842 110842
58 59 110847 110847
58 61 110861 110861
127 71 110879 110879
60 127 110880 110880
4 161 110883 110883
58 180 110892 110892
102 48 110892 110892
58 161 110938 110938
69 179 110944 110944
102 127 110964 110964
60 127 110976 110976
26 4 110986 110986
51 49 111053 111053
161 4 111080 111080
26 181 111103 111103
60 127 111169 111169
114 147 111187 111187
80 182 111218 111218
69 179 111314 111314
58 88 111377 111377
58 161 111413 111413
69 179 111517 111517
58 161 111785 111785
69 179 111805 111805
183 182 111819 111819
26 127 111890 111890
157 78 112000 112000
60 175 112035 112035
64 40 112170 112170
124 64 112175 112175
182 183 112206 112206
75 128 112258 112258
75 48 112275 112275
75 48 112346 112346
48 75 112438 112438
75 48 112471 112471
183 182 112581 112581
127 71 112599 112599
58 26 112629 112629
29 17 112642 112642
26 127 112646 112646
17 170 112672 112672
17 29 112710 112710
183 9 112754 112754
109 87 112838 112838
170 17 112949 112949
9 183 112997 112997
29 17 113045 113045
87 48 113064 113064
29 68 113141 113141
71 127 113189 113189
87 4 113323 113323
17 170 113326 113326
17 29 113364 113364
183 9 113367 113367
114 147 113425 113425
114 109 113449 113449
78 157 113467 113467
87 184 113543 113543
9 183 113575 113575
170 17 113675 113675
183 9 113729 113729
157 78 113827 113827
72 12 113855 113855
9 183 113871 113871
102 48 113883 113883
72 83 113894 113894
26 170 113916 113916
87 185 113929 113929
72 83 113949 113949
17 170 113965 113965
186 38 113972 113972
72 103 113974 113974
183 9 113986 113986
61 83 113992 113992
87 162 114002 114002
9 183 114112 114112
102 187 114125 114125
183 9 114143 114143
17 170 114171 114171
78 157 114184 114184
26 127 114309 114309
90 26 114425 114425
87 67 114560 114560
157 78 114581 114581
78 157 114759 114759
78 68 114906 114906
68 78 115010 115010
24 73 115078 115078
78 68 115146 115146
87 83 115169 115169
157 78 115293 115293
68 78 115331 115331
78 157 115473 115473
118 48 115587 115587
144 73 115601 115601
188 49 115685 115685
66 67 115737 115737
49 188 115780 115780
49 188 115803 115803
130 87 115842 115842
26 68 115887 115887
49 48 115888 115888
66 189 115892 115892
70 78 115926 115926
157 78 115928 115928
78 157 115994 115994
157 78 116169 116169
129 46 116284 116284
78 157 116295 116295
157 78 116316 116316
78 157 116367 116367
70 190 116419 116419
187 171 116419 116419
64 105 116489 116489
70 179 116566 116566
97 191 116581 116581
97 188 116651 116651
70 78 116689 116689
183 133 116708 116708
103 179 116718 116718
97 187 116788 116788
187 183 116804 116804
58 59 116887 116887
48 49 117068 117068
58 186 117080 117080
97 179 117092 117092
179 103 117100 117100
48 102 117176 117176
49 48 117195 117195
58 183 117222 117222
97 187 117230 117230
187 186 117256 117256
48 49 117291 117291
133 183 117344 117344
83 72 117365 117365
183 133 117381 117381
187 190 117439 117439
103 179 117579 117579
83 61 117592 117592
118 48 117674 117674
40 64 117722 117722
179 103 117863 117863
187 190 117905 117905
103 179 117939 117939
187 192 117990 117990
192 187 118072 118072
192 193 118124 118124
179 103 118191 118191
125 54 118218 118218
187 192 118227 118227
169 114 118311 118311
125 21 118452 118452
128 54 118456 118456
70 190 118568 118568
125 4 118689 118689
70 194 118900 118900
70 179 118964 118964
70 190 119130 119130
84 189 119253 119253
58 183 119322 119322
128 54 119366 119366
132 37 119436 119436
66 190 119545 119545
190 66 119570 119570
125 21 119595 119595
66 190 119636 119636
54 128 119686 119686
125 183 119794 119794
195 147 119844 119844
125 54 119900 119900
118 152 120000 120000
125 54 120036 120036
125 196 120140 120140
125 196 120147 120147
125 183 120313 120313
125 196 120332 120332
100 197 120357 120357
100 186 120423 120423
196 114 120426 120426
125 27 120437 120437
100 198 120453 120453
125 179 120504 120504
100 199 120524 120524
100 136 120576 120576
125 183 120642 120642
100 200 120693 120693
125 183 120838 120838
125 183 121067 121067
70 179 121114 121114
125 183 121202 121202
64 40 121245 121245
125 183 121330 121330
183 62 121416 121416
62 183 121454 121454
125 54 121475 121475
183 62 121515 121515
125 183 121529 121529
125 183 121743 121743
183 40 121768 121768
183 101 121835 121835
125 183 121993 121993
125 183 122225 122225
201 142 122427 122427
183 52 124545 124545
112 169 128395 128395
112 145 129006 129006
84 194 130105 130105
84 194 130806 130806
29 17 136784 136784
29 194 136918 136918
55 161 139307 139307
81 61 141200 141200
86 202 141951 141951
100 86 142013 142013
100 106 142058 142058
114 130 142360 142360
52 183 142430 142430
187 114 142739 142739
187 190 143078 143078
203 204 143370 143370
203 28 143427 143427
203 11 143546 143546
203 205 143570 143570
206 207 144490 144490
24 176 145003 145003
93 142 145521 145521
99 93 146158 146158
95 46 148776 148776
15 179 148895 148895
15 208 148978 148978
12 72 149330 149330
39 147 149444 149444
208 27 149489 149489
208 13 149569 149569
85 130 149623 149623
192 27 149945 149945
27 208 150018 150018
27 192 150065 150065
208 27 150091 150091
192 27 150108 150108
192 27 150142 150142
208 209 150283 150283
208 27 150363 150363
205 54 150801 150801
24 176 151200 151200
24 192 151250 151250
17 29 152330 152330
192 73 153041 153041
26 192 153147 153147
26 192 153242 153242
26 192 153324 153324
186 193 153338 153338
61 83 153389 153389
192 193 153407 153407
26 192 153481 153481
61 179 153728 153728
210 38 154450 154450
194 29 154575 154575
55 147 154580 154580
72 83 155034 155034
27 208 155205 155205
27 192 155217 155217
58 59 155546 155546
162 87 155973 155973
56 179 156245 156245
203 205 156725 156725
207 206 157035 157035
75 194 157072 157072
141 175 157099 157099
141 143 157159 157159
179 15 157307 157307
179 61 157320 157320
7 189 157848 157848
54 205 158932 158932
7 189 159200 159200
7 76 159256 159256
211 4 159278 159278
7 76 159335 159335
7 76 159401 159401
55 147 159441 159441
206 207 159478 159478
7 76 159539 159539
7 76 159623 159623
73 192 159919 159919
212 75 160094 160094
17 128 160113 160113
17 50 160128 160128
128 17 160283 160283
26 210 160397 160397
68 194 160485 160485
26 192 160515 160515
26 181 160630 160630
213 78 161037 161037
95 57 161189 161189
214 147 161267 161267
147 214 161554 161554
26 181 161696 161696
194 75 162489 162489
194 68 162545 162545
215 200 162570 162570
85 128 163155 163155
209 208 163205 163205
216 217 163601 163601
218 23 163690 163690
218 23 163767 163767
216 68 163806 163806
219 194 163907 163907
218 23 163972 163972
84 219 164027 164027
208 209 164110 164110
208 136 164188 164188
